CustomerId,Surname,Geography,Gender,Age,Tenure,ActiveEmployee,Salary,Left
15629150,Lucchese,France,Female,37,1,0,70810.8,0
15736274,Prokhorova,France,Male,31,8,0,17550.49,0
15627697,Alekseyeva,France,Male,34,2,1,21497.27,0
15721585,Blacklock,Germany,Male,29,3,1,124749.08,0
15639946,Sazonova,Germany,Female,39,8,0,36051.46,1
15792176,Henty,Spain,Female,40,0,1,143681.83,0
15699450,Li,France,Male,48,7,1,150694.58,0
15729954,Azuka,France,Female,28,5,0,170487.4,1
15600103,Alexander,Germany,Female,29,8,1,97684.46,0
15786200,Brock,France,Male,31,4,0,53520.03,0
15797010,Shen,France,Female,31,2,0,15200.61,0
15670172,Padovesi,France,Female,30,4,1,196894.62,0
15627352,Bulgakov,Germany,Male,46,7,0,4969.13,1
15622494,Mazzanti,France,Male,27,2,0,26229.24,0
15585835,Lord,Spain,Female,34,4,0,134034.32,0
15595071,Ramos,France,Male,22,9,1,198032.93,0
15628203,Pai,France,Female,38,3,0,119882.86,0
15667190,Yuan,Spain,Female,21,1,1,133102.3,0
15780212,Mao,France,Male,37,4,0,176395.02,0
15766869,Uspenskaya,Germany,Male,37,1,1,193179.88,0
15775741,Powell,France,Female,28,9,1,125062.02,0
15628170,Brown,Germany,Female,32,9,0,143287.58,0
15701318,Poole,Spain,Male,67,9,1,87236.4,0
15710928,McChesney,France,Female,55,8,1,93769.89,0
15682547,Lucchese,France,Male,38,1,1,88965.46,0
15631170,Clements,France,Male,45,3,1,30793.61,0
15648702,Yuriev,Germany,Male,70,6,1,74532.02,0
15783444,Endrizzi,France,Female,39,3,1,113086.08,0
15809178,Pan,Germany,Female,42,9,0,32574.01,1
15806688,Manfrin,Spain,Female,56,8,1,130113.78,1
15576824,Kennedy,Germany,Female,44,3,1,104722.47,1
15675422,Conway,France,Female,32,9,1,14559.62,0
15681550,Lablanc,France,Female,41,8,1,598.8,0
15812628,Dodd,Germany,Female,38,8,0,129697.99,0
15597951,Muir,France,Female,58,4,1,36315.03,0
15807045,Milanesi,Germany,Female,37,3,0,1114.12,0
15581748,Shen,Germany,Male,57,2,1,70954.41,0
15770420,Dillon,Germany,Male,46,10,1,73470.98,0
15608230,Hoelscher,France,Male,23,1,0,91573.19,0
15730339,Bell,Spain,Male,30,3,0,3154.95,0
15712584,Liao,France,Female,33,7,1,88187.81,0
15592816,Udokamma,Germany,Female,48,1,0,118855.26,1
15641480,Sinnett,France,Male,32,5,0,125256.53,0
15708505,Palerma,Germany,Female,37,7,1,39016.43,0
15791131,Chimaijem,Germany,Female,30,2,0,145796.49,0
15618225,Porter,Germany,Male,36,8,0,168816.22,0
15644724,Fan,France,Male,31,4,1,73322,0
15662098,Palmer,Spain,Male,41,3,0,113677.53,1
15723894,Younger,France,Male,45,7,0,124607.7,0
15787699,Burke,Germany,Male,34,4,1,11276.48,0
15687738,Nwagugheuzo,France,Female,38,8,0,136620.64,0
15576126,Young,France,Female,41,2,1,70523.92,0
15658889,Watson,France,Male,22,4,0,51980.25,1
15667046,Tseng,Spain,Male,38,7,0,113481.02,0
15669957,Drake,Germany,Male,52,9,1,49025.79,0
15655794,Hanna,France,Male,36,8,1,145937.99,0
15599829,Padovesi,France,Female,35,10,1,25161.61,0
15753332,Loftus,Germany,Male,48,8,0,175753.55,1
15671124,Buccho,France,Male,25,6,1,24903.09,0
15767474,Lorenzo,France,Female,57,9,1,169719.35,1
15720671,Ibezimako,France,Male,42,8,1,179565.57,0
15626787,Wei,Spain,Female,31,8,0,115337.74,1
15774491,Ross,France,Female,28,6,0,48131.92,0
15579647,Oluchukwu,France,Male,42,0,1,160828.98,0
15625522,Walker,Spain,Male,31,7,1,145151.96,0
15765806,Wu,France,Male,29,1,1,196293.76,0
15566708,Chidalu,France,Female,45,4,0,161653.5,1
15668347,Ingram,France,Male,36,6,0,84635.64,0
15575214,Ch'en,France,Male,37,7,0,159486.76,0
15591123,Iredale,Germany,Male,68,2,1,38596.34,0
15573280,Gallagher,Germany,Male,50,6,1,27814.74,0
15589018,Padilla,Germany,Male,28,3,1,183893.31,0
15654495,Potter,Germany,Female,47,6,1,140803.7,0
15597265,Mao,France,Male,38,7,1,146585.53,0
15733876,Schneider,France,Male,36,9,1,40062.29,0
15677217,Ibragimova,France,Male,30,1,1,181300.32,0
15747265,Huang,Germany,Female,27,10,1,84136.12,0
15713379,Anderson,France,Male,26,4,1,197594.34,0
15730433,Nakayama,Germany,Female,38,1,0,125953.83,1
15693347,Gardener,France,Female,32,5,1,75465.41,0
15715465,Aksenova,Germany,Male,28,7,0,177737.07,0
15680736,Milne,Germany,Female,72,6,1,7144.46,0
15610765,Onwumelu,France,Male,29,1,0,155639.76,0
15650034,Kudryashova,France,Female,28,1,1,162428.05,0
15782468,Hart,Spain,Male,51,3,1,12457.76,1
15685109,Teng,France,Male,39,7,0,14917.09,0
15776233,Kruglova,Germany,Female,61,8,0,182184.09,1
15761141,Palerma,Spain,Female,71,10,1,129984.2,0
15781702,Brookes,Germany,Male,38,9,1,194872.97,0
15790235,Hsing,Spain,Male,40,8,1,117507.11,0
15641416,Shaffer,Germany,Female,61,9,1,157527.6,1
15775234,Laurie,France,Male,24,8,0,92612.88,0
15659475,Chung,France,Female,33,6,0,74850.84,0
15642202,Whitfield,Germany,Female,37,5,1,127413,0
15771417,Thomas,France,Male,43,7,0,69584.3,1
15585100,Rioux,Germany,Female,40,9,0,198814.24,1
15700487,Osonduagwuike,France,Male,46,6,0,162643.15,1
15726589,Matveyev,Germany,Male,39,1,0,114092.52,0
15747503,Hayward,Spain,Male,44,0,0,68860.3,1
15595883,Nkemdirim,Germany,Male,39,4,1,16150.34,0
15663826,Brim,Spain,Female,66,3,1,115227.02,0
15742820,Trevisano,France,Female,45,2,1,170621.55,0
15624793,Soubeiran,Germany,Male,23,5,0,103099.22,0
15597930,Wilson,France,Male,52,8,0,172495.81,1
15665110,Helena,France,Female,25,7,1,38772.82,0
15770719,Duncan,France,Female,39,6,1,44946.29,0
15731327,Hale,Germany,Male,27,2,1,146007.7,0
15576044,Macdonald,Germany,Male,28,6,0,145558.42,0
15775662,McKay,France,Male,43,8,0,193312.33,0
15646817,Chiekwugo,France,Male,51,9,0,40257.79,0
15596060,Skinner,Spain,Male,29,8,1,46677.9,0
15723299,Sorokina,France,Male,53,4,1,153887.93,1
15636982,Weller,Germany,Female,43,7,1,103108.33,0
15751175,Bess,France,Female,44,2,1,58652.23,0
15618936,MacDonald,France,Female,51,5,0,91624.11,1
15787529,Gray,Spain,Male,38,0,0,65986.48,1
15780128,Ogbonnaya,France,Male,33,3,0,113845.19,0
15615991,Udegbulam,France,Male,42,7,1,67607.9,0
15757001,Mai,France,Female,32,2,1,145471.94,0
15595388,Yeh,France,Female,30,10,1,124071.71,0
15699550,Babbage,Spain,Female,34,9,1,67502.12,0
15581620,Franklin,France,Male,28,2,1,78707.97,0
15600934,Randell,France,Female,52,7,0,171189.83,1
15738672,Paterson,Germany,Female,40,2,0,149381.32,0
15721307,Pickering,Germany,Male,37,1,0,100335.55,0
15619280,Uspensky,France,Male,25,4,0,152698.24,0
15768244,Macleod,Spain,Female,30,8,1,41192.95,0
15806837,Nnaife,France,Male,37,4,0,132540.33,0
15643496,Randolph,France,Female,34,5,0,96875.52,0
15813916,Kudryashova,France,Female,31,1,1,152305.47,0
15626385,George,Spain,Female,33,10,1,49672.01,0
15603582,Robertson,Spain,Female,34,3,0,133997.53,0
15764351,Yuryeva,Germany,Female,59,5,1,50454.8,0
15667938,Hurst,France,Male,32,9,1,16402.11,0
15576360,Ch'iu,France,Male,40,1,1,67803.83,0
15628813,King,France,Female,43,4,0,9241.78,0
15584190,Esposito,France,Male,36,7,1,100601.73,0
15716449,Fraser,Spain,Male,33,9,0,98734.15,0
15759913,Trentini,Germany,Male,43,6,1,160574.09,0
15701555,Nicholls,Spain,Male,53,1,1,26015.8,0
15758482,Montalvo,France,Female,32,0,0,187172.54,0
15758171,Tien,France,Male,20,4,1,55763.66,0
15680346,Chuang,Spain,Male,40,8,0,75848.22,0
15649124,Fang,France,Male,30,9,0,40313.47,0
15812917,Kosisochukwu,Spain,Male,35,6,1,23864.21,0
15768455,Young,France,Male,60,8,1,51380.9,0
15703059,Scott,Germany,Female,49,6,1,93551.36,0
15646196,Yeh,Spain,Female,36,2,0,169415.54,0
15585451,Vigano,Germany,Female,32,1,1,6935.31,0
15714057,Windradyne,Spain,Male,40,4,0,25399.7,0
15748473,Curnow,France,Male,38,5,0,66256.27,0
15785782,Ugonna,Spain,Male,48,2,1,114709.13,1
15693233,De Neeve,Germany,Male,38,6,1,158357.97,0
15757521,Ricci,France,Male,35,2,1,164815.59,0
15812513,Nnaife,Germany,Male,45,10,0,132127.69,1
15674950,Ebelechukwu,Germany,Male,39,4,0,146637.45,0
15678572,Keating,Spain,Male,38,7,0,90256.06,1
15713608,Tuan,France,Female,41,5,1,34827.43,0
15579262,Shearston,France,Male,41,9,0,22074.48,0
15610426,Tien,France,Female,39,5,1,109805.17,0
15776454,Hamilton,France,Female,48,5,0,100478.6,1
15771483,Arnold,France,Male,40,6,1,97416.34,0
15648489,Ting,France,Male,53,4,1,24207.86,1
15646609,Chao,France,Male,33,1,0,69132.66,0
15693203,Powell,Spain,Female,75,5,1,9376.89,0
15813067,Williams,Germany,Female,45,3,0,43046.7,1
15769829,Cheng,Spain,Male,51,3,1,20856.31,0
15662434,Zhdanova,France,Male,25,3,0,187048.72,0
15773503,Tsai,Spain,Male,32,4,0,53420.53,0
15705890,Nebechukwu,France,Male,45,7,0,37013.29,0
15711398,Fetherstonhaugh,France,Female,25,6,0,89566.64,0
15752375,Ojiofor,Germany,Male,33,8,0,149913.84,0
15659175,Severson,France,Female,43,9,0,18066.69,0
15597033,Speight,Germany,Male,37,8,1,26912.34,0
15590228,Greenwalt,France,Male,21,6,1,173511.72,0
15631848,Grover,France,Female,26,9,1,146785.44,0
15654211,Milani,Spain,Female,27,1,1,1050.33,0
15707968,Akobundu,Spain,Male,36,8,0,89587.34,1
15594084,Anderson,France,Male,22,9,0,74405.34,0
15651093,Chien,France,Female,55,1,1,54409.48,0
15798824,Kennedy,Spain,Male,38,0,0,3647.57,0
15671591,Castiglione,Spain,Male,52,3,0,198874.52,1
15707189,Marshall,Germany,Female,36,1,1,53412.54,0
15733581,Duncan,Germany,Male,32,9,0,194867.78,0
15641640,Uspenskaya,Spain,Female,33,7,0,150452.88,0
15585284,Thomson,Spain,Female,35,7,1,57807.05,0
15617866,Calabrese,Spain,Male,67,5,1,107534.32,0
15667751,Herrera,Spain,Female,36,1,0,194073.33,0
15669411,Muse,Germany,Female,52,6,0,126233.18,1
15789425,Marsden,Germany,Female,37,8,0,182354.46,1
15570943,Artemyeva,Germany,Female,35,2,1,120586.32,0
15685829,McKay,France,Male,37,3,1,50578.4,0
15721917,Chuang,France,Female,38,8,1,86575.46,0
15776047,Nicholls,France,Female,29,3,1,153392.28,0
15716024,Dennis,Spain,Male,42,5,0,115509.59,0
15675328,Knight,France,Female,37,6,0,82176.48,0
15604314,Webb,Germany,Female,26,1,0,63717.49,0
15658339,Pugliesi,Germany,Male,37,2,1,198745.94,0
15630402,Nebechukwu,France,Female,31,9,1,5719.11,0
15689616,Ward,Spain,Male,34,5,0,20058.61,0
15774224,Nixon,Germany,Female,30,5,0,170638.98,0
15701291,Chidubem,France,Male,44,3,0,30607.11,0
15719606,Rivers,France,Male,50,9,0,37171.46,0
15644119,Sochima,France,Male,31,3,1,42589.33,0
15646859,Heydon,Germany,Male,47,7,1,66799.28,0
15606836,Lombardo,France,Female,33,2,1,101866.39,0
15664150,Holland,Germany,Female,29,9,0,49284,0
15624510,Tien,France,Male,52,6,0,27445.4,1
15810944,Bryant,France,Female,35,7,0,70760.69,0
15668575,Hao,Spain,Female,26,8,1,104502.02,1
15603246,Genovesi,France,Male,73,2,1,165407.96,0
15804002,Kovalev,France,Female,33,1,1,113580.79,0
15728773,Hsieh,France,Female,47,7,1,45978.39,0
15598044,Debellis,France,Female,35,3,1,152012.36,0
15694829,Chibueze,Germany,Male,32,7,1,77349.92,0
15600575,Padovano,Spain,Male,41,6,0,47322.05,0
15727311,Yen,France,Female,22,0,1,38772.65,0
15570769,Kibble,France,Male,69,9,1,24489.44,0
15606274,Lori,Germany,Male,38,6,1,14466.08,0
15746139,Enemuo,France,Male,33,2,0,63142.12,0
15704987,Lu,France,Female,52,8,0,41858.43,0
15628972,Nebeolisa,Germany,Male,32,1,1,127443.82,1
15697686,Stewart,France,Female,40,6,1,84151.98,0
15733883,Ward,France,Male,28,7,0,58595.64,0
15617482,Milanesi,Germany,Female,52,1,0,37240.11,1
15704583,Chikwado,France,Male,56,2,0,114522.68,1
15621083,Douglas,France,Male,57,6,1,72549.27,1
15649487,Sal,Germany,Female,38,4,0,176712.59,1
15736760,Douglas,Spain,Female,42,9,0,152855.96,0
15714658,Yates,France,Female,33,4,1,73371.65,0
15599081,Watt,Germany,Female,46,8,1,70323.68,0
15705113,P'an,Spain,Male,34,6,0,9663.28,0
15631159,H?,Germany,Male,41,4,1,142514.66,0
15792818,Perry,Germany,Female,29,6,0,118623.94,0
15633531,Lavrov,France,Female,76,9,1,68400.14,0
15744529,Chiekwugo,France,Male,63,8,1,115291.86,0
15669656,Macdonald,France,Male,32,6,1,170382.99,0
15581198,Jenkins,Germany,Female,39,0,0,112946.67,1
15729054,Korovina,Germany,Male,32,4,1,79812.77,0
15573452,Manning,Germany,Male,42,7,0,19862.78,0
15776733,Wilson,Germany,Female,37,7,0,158610.89,0
15724858,Begum,France,Female,54,9,0,191212.63,1
15713144,Ingrassia,Spain,Male,46,8,0,61931.21,0
15690188,Maclean,France,Male,33,7,1,58043.02,1
15689425,Olejuru,Spain,Male,35,8,0,22247.27,0
15671766,Enyinnaya,France,Male,44,10,1,31448.52,0
15782806,Watson,Spain,Male,28,6,0,146875.86,0
15764419,Langdon,France,Male,27,5,1,116081.93,0
15591915,Frolov,France,Female,39,2,1,73669.94,1
15772798,Chikezie,Spain,Female,28,5,1,93959.96,0
15792008,Zetticci,Spain,Female,26,9,1,158918.03,0
15715541,Yang,France,Female,42,9,1,198193.75,0
15639277,Lin,France,Female,41,9,0,13160.03,0
15798850,Goddard,France,Male,32,7,0,4660.91,0
15776348,Rogers,Germany,Male,20,4,0,180197.74,1
15727696,Zubareva,France,Male,42,1,1,63023.02,0
15793813,Onochie,France,Male,36,7,1,118971.74,0
15694395,Ts'ui,France,Female,29,1,0,154700.61,0
15764195,Newsom,Spain,Male,39,4,1,97577.17,0
15744919,Genovese,Spain,Female,37,0,1,48990.5,0
15671655,Thorpe,Germany,Male,31,7,1,140262.96,1
15654901,Horton,France,Male,51,10,0,130189.53,0
15649136,Williamson,France,Female,43,6,1,16301.91,0
15775562,Shoobridge,France,Female,33,5,0,126962.41,0
15807481,Peng,France,Female,46,1,1,158750.53,0
15642885,Gray,France,Male,30,8,0,199644.2,0
15789109,Watson,France,Female,41,10,1,144272.71,1
15814004,Fyodorova,France,Male,29,2,1,98320.27,0
15673619,Bazhenov,France,Male,25,9,0,64129.03,0
15595135,Solomon,Germany,Female,29,7,0,181221.09,0
15583681,Layh,Spain,Male,31,7,1,163809.08,0
15605000,John,France,Male,38,9,1,171457.06,1
15718071,Tuan,France,Female,51,3,1,15801.02,0
15679760,Slattery,France,Male,46,1,0,102950.79,0
15654574,Onyekachi,Germany,Male,36,5,0,174918.46,0
15577178,Genovese,France,Male,45,5,0,193160.25,1
15595324,Daniels,Germany,Female,39,5,0,5831,1
15756932,Caldwell,Spain,Female,36,7,1,82298.59,0
15726358,Chiemenam,France,Male,34,7,0,130686.59,0
15595228,Wanliss,France,Male,45,7,1,52885.23,1
15782530,Bruce,Spain,Male,30,2,0,68985.99,0
15592877,Wright,Spain,Male,42,9,0,35367.19,0
15651983,Fang,France,Female,56,9,1,196241.94,1
15746737,Eames,Germany,Male,59,9,1,170705.53,0
15774179,Sutherland,France,Male,37,6,1,126477.41,0
15667265,Cavenagh,France,Male,39,4,1,159618.17,0
15655123,Dumetolisa,Spain,Female,45,9,0,195395.33,1
15595917,Mackay,France,Female,35,1,1,168285.85,0
15668385,Dellucci,France,Male,40,1,1,138052.51,0
15709476,Kenyon,Spain,Female,41,3,0,71179.31,0
15711218,Parry,Germany,Male,39,2,0,55556.3,0
15798659,Kennedy,Spain,Female,43,3,0,31705.19,0
15663939,Arnott,Germany,Male,35,8,1,186118.93,0
15694946,Hanson,France,Male,35,9,1,195580.28,0
15631912,T'ao,France,Male,30,8,0,54113.38,0
15768816,Shen,Germany,Male,42,0,0,127528.84,0
15682268,Steere,Germany,Female,26,1,0,60231.74,1
15684801,Abbott,France,Male,47,1,0,156878.42,1
15636428,Sutherland,Spain,Female,45,1,0,182784.11,1
15809823,Thurgood,Germany,Male,19,2,0,129690.5,0
15699284,Johnson,France,Male,49,8,0,113860.81,0
15786993,Lung,France,Female,51,5,1,184524.74,0
15709441,Cocci,Spain,Female,59,8,1,36124.98,0
15710257,Matveyeva,France,Female,39,3,1,121316.07,0
15582492,Moore,France,Female,29,2,0,185630.76,0
15575694,Yobachukwu,Spain,Female,45,7,0,71133.12,0
15756820,Fleming,France,Female,26,7,1,32020.42,0
15766289,Dickinson,France,Male,47,5,0,162760.96,0
15593014,Evseyev,France,Male,33,1,1,175178.56,0
15584545,Aksenov,France,Female,40,5,1,177099.71,0
15675949,Fleming,Spain,Female,43,4,1,66406.37,0
15672091,Ulyanov,Germany,Female,32,2,0,59559.81,0
15801658,Summers,France,Male,55,6,1,175750.21,0
15706185,Clements,Germany,Male,47,5,1,174311.3,0
15789863,Kazakova,France,Male,39,4,0,171716.81,0
15720943,Pirozzi,France,Female,45,1,0,189362.39,1
15697997,Jamieson,France,Male,33,5,1,180716.1,1
15665416,Ferri,France,Male,62,10,1,116977.89,0
15660200,Mai,France,Male,31,1,1,185105.44,0
15619653,Hannaford,France,Male,47,2,0,35046.97,1
15773447,Fomin,Spain,Male,30,8,0,36251,0
15739160,Mahon,France,Female,41,9,0,103174.5,0
15689237,Shaw,France,Female,27,4,0,122642.09,0
15679297,Volkova,Spain,Male,43,3,0,122937.57,0
15591433,Miles,Germany,Male,43,8,0,8757.39,0
15642725,Madison,France,Male,32,10,1,125782.29,0
15701962,Scott,Spain,Female,29,2,0,122487.73,0
15811613,Voss,France,Female,27,8,0,20066.38,0
15741049,Colebatch,France,Male,29,7,1,55473.15,0
15724423,Wilson,France,Female,38,6,0,38962.94,0
15574305,T'ang,France,Male,36,3,1,63795.8,0
15678168,Gibson,Spain,Female,27,7,1,163060.43,0
15697020,Hs?eh,France,Male,39,2,0,26578.69,0
15610801,Pan,Germany,Male,41,5,1,5066.76,0
15745232,Chikelu,France,Female,39,6,1,140497.67,0
15722758,Allan,France,Male,40,7,0,146156.98,0
15792102,Yefremova,France,Female,42,3,0,199316.19,0
15675185,Chuang,Germany,Female,48,2,1,103944.37,0
15801247,Fan,Spain,Male,39,10,0,138021.36,0
15725660,Dellucci,France,Male,20,1,0,68621.98,0
15638963,Garran,France,Female,22,4,1,28149.06,0
15800061,Moretti,Spain,Female,45,3,0,135169.76,1
15578006,Yao,France,Female,85,10,1,116537.96,0
15668504,Lucchesi,France,Male,36,2,1,105922.69,0
15687491,Nkemdilim,Germany,Male,45,9,0,88211.12,1
15610403,Anderson,France,Male,43,1,0,26900.63,0
15741094,Sagese,France,Male,21,1,1,3494.02,0
15807909,Rubensohn,France,Male,47,9,0,113163.17,0
15666141,Baldwin,Spain,Female,26,8,1,19324.5,0
15617134,Iqbal,France,Male,38,4,0,189678.7,0
15783029,Monaldo,France,Male,34,7,1,26387.71,0
15622833,Mahon,Germany,Female,29,10,0,106276.55,0
15746422,Muir,France,Female,38,1,0,45015.38,0
15750839,Burns,Spain,Male,29,2,1,173495.77,0
15749130,Dyer,Germany,Male,27,1,1,52581.96,0
15779862,Lyons,Germany,Female,31,3,1,146339.27,1
15767871,H?,Spain,Male,48,7,1,182609.97,0
15679651,Gardiner,Spain,Female,37,1,0,197890.65,0
15576219,Cameron,France,Male,32,4,1,6225.63,0
15699247,Chapman,France,Female,44,5,1,123977.86,1
15619087,Taylor,France,Male,53,1,1,170195.4,0
15605327,Namatjira,France,Male,35,2,1,114190.3,0
15610140,He,France,Female,34,5,0,27022.57,0
15791174,Leibius,Spain,Male,67,1,1,59457,0
15602373,White,France,Male,44,4,0,165038.41,0
15762605,Wall,France,Male,58,1,1,154181.41,0
15598840,Moretti,France,Male,33,1,0,134960.98,0
15744279,Patterson,Spain,Female,58,8,1,65708.5,0
15670619,Coppin,France,Female,33,8,0,117374.22,0
15599533,Tsao,France,Female,43,7,1,77703.19,0
15757837,Kao,Germany,Male,33,3,1,177651.38,0
15697574,Stewart,France,Female,40,9,1,60954.45,0
15578738,Tuan,France,Male,32,7,1,151924.9,0
15762228,Barnes,Spain,Male,35,6,0,26318.73,0
15614827,Sun,France,Male,42,8,1,147557.71,0
15789815,Fallaci,France,Female,28,5,0,125918.17,0
15579781,Buccho,Germany,Male,31,10,0,190803.37,0
15587013,Tien,France,Female,31,7,1,11043.54,0
15570932,Pirozzi,France,Male,43,7,1,119100.05,1
15794661,Liu,Spain,Male,32,2,0,140579.17,0
15581654,Long,France,Male,32,7,1,37731.95,0
15644296,Scott,France,Female,30,8,0,1852.58,0
15614420,Gerasimova,Germany,Female,32,0,1,172049.84,0
15609653,Ifeatu,Germany,Female,44,6,0,133591.11,1
15594577,De Luca,France,Male,35,10,1,192751.18,0
15584114,Ogbonnaya,Germany,Female,43,2,1,193828.27,0
15673367,Humffray,Germany,Male,33,6,0,55775.72,0
15685576,Degtyaryov,Spain,Female,36,6,1,102280.29,0
15774727,Monaldo,Germany,Female,34,1,0,44965.44,0
15694288,Cawthorne,Spain,Male,28,3,0,170661.02,0
15603319,Graham,France,Male,29,2,0,197145.89,0
15759066,Carpenter,France,Female,44,5,0,192359.9,1
15814816,Kambinachi,France,Male,40,4,0,141210.18,1
15724402,Tyler,France,Female,30,8,0,100557.03,0
15571059,Martin,France,Female,54,3,0,130805.54,1
15674206,Walker,France,Female,22,8,1,92606.98,0
15715160,Khan,France,Male,36,2,1,123956.83,0
15730448,Iroawuchi,Germany,Male,25,5,1,102758.43,0
15662067,Summers,France,Male,40,8,0,94876.65,0
15779581,Bottrill,Spain,Female,43,3,1,94811.85,1
15662901,Hu,France,Male,37,2,1,67840.81,0
15689751,Jones,France,Female,31,2,0,4050.57,0
15667742,Vincent,Spain,Male,41,5,1,134665.25,0
15738448,Sanford,Germany,Female,25,3,0,181647.13,0
15680243,Brown,France,Male,19,7,0,33282.84,0
15745083,Lei,Germany,Male,59,8,0,27965,1
15708228,Toscani,Germany,Male,30,3,0,68343.53,0
15628523,Chien,France,Female,24,3,1,198161.07,0
15708196,Uchenna,Spain,Male,60,8,1,196858.4,0
15735549,Lori,Germany,Male,35,3,1,120511.03,0
15809347,Fanucci,Germany,Male,32,9,0,30886.35,0
15660866,Chimaobim,France,Female,29,3,0,2743.69,0
15766609,Jowers,France,Female,47,10,0,167778.62,0
15654230,Miller,Germany,Male,31,5,0,132404.64,0
15794566,Kirsova,France,Female,28,4,1,144423.17,1
15800890,T'ien,France,Female,45,6,1,181204.5,0
15697424,Ku,Spain,Female,30,2,1,182726.22,1
15724536,Chin,Spain,Female,28,1,1,120880.72,0
15735878,Law,Germany,Female,47,10,0,26812.89,1
15707596,Chung,Germany,Female,74,8,1,66732.63,1
15657163,Cockrum,Germany,Male,42,1,0,100834.22,0
15622478,Greaves,France,Female,40,7,0,107815.31,1
15779529,Grant,France,Male,32,7,1,34665.79,0
15636023,O'Donnell,France,Female,40,10,1,147093.84,1
15582066,Maclean,France,Male,21,4,1,36942.35,0
15666675,Hsieh,France,Female,39,7,1,16460.77,0
15732987,Hs?,Spain,Male,43,3,0,45610.63,0
15789432,Mazzanti,France,Male,33,6,0,184954.11,0
15663161,Chiu,Germany,Female,51,5,0,47795.43,1
15694879,Reeves,Spain,Female,23,7,0,196789.9,0
15593715,Castiglione,Germany,Male,27,3,0,173425.68,0
15575002,Ferguson,France,Male,29,4,0,36221.18,0
15622171,Nnamdi,France,Male,30,8,0,174738.2,0
15795224,Wu,France,Male,39,6,0,67131.3,1
15685346,Chu,Spain,Female,26,4,1,165692.03,0
15691808,King,France,Male,43,7,0,194691.95,0
15721007,Charlton,Germany,Male,33,8,0,129525.5,1
15794253,Marsh,Spain,Female,34,6,1,146511.2,0
15694453,Walker,Germany,Male,37,9,1,51752.18,0
15813113,Chang,Spain,Female,56,5,0,35418.69,1
15614187,Pottinger,Germany,Female,39,3,1,57995.74,0
15619407,Buckley,France,Male,39,4,1,108152.75,0
15646227,Folliero,France,Female,27,1,0,166144.98,0
15660541,Olisanugo,France,Male,34,5,0,101737.8,0
15753874,Kent,France,Male,37,10,1,33326.71,0
15617877,Jessop,France,Male,44,0,1,81140.09,0
15772073,Hodge,France,Male,48,10,0,140173.17,1
15701537,Ignatiev,France,Male,60,2,1,166513.49,1
15736228,Chambers,France,Female,40,3,1,103232.6,0
15780572,Mansom,Spain,Male,30,4,0,120736.04,0
15769596,Yen,Germany,Female,24,2,0,15832.43,1
15586996,Azikiwe,France,Female,76,7,1,188772.45,0
15722061,Allen,Germany,Female,41,8,0,114323.66,0
15638003,Komarova,Spain,Male,55,1,1,181534.04,0
15775590,Mackay,Germany,Female,48,2,0,102640.52,1
15730688,Yu,France,Female,28,8,1,158585.17,1
15753102,Curtis,Spain,Male,44,6,0,178722.24,0
15810075,Fang,France,Female,39,6,1,153955.38,1
15723373,Page,Spain,Female,34,8,0,65374.86,0
15795298,Olisaemeka,Germany,Female,35,9,1,102986.15,0
15584320,Brennan,France,Female,39,3,0,136643.84,0
15724161,Sutton,France,Female,40,9,0,77063.63,1
15750056,Hyde,France,Female,29,6,1,9633.01,0
15609637,Nkemakolam,France,Male,51,7,1,43496.36,0
15794493,Chimaijem,Spain,Male,32,7,1,24267.28,0
15569641,Sung,Germany,Female,41,8,0,59354.24,1
15815236,Chiganu,Spain,Male,34,5,0,28269.86,0
15811177,Beneventi,France,Female,31,3,0,143162.34,0
15680587,Esposito,France,Male,23,4,0,20199.3,0
15672821,Owen,France,Male,28,5,1,48606.92,0
15767681,Smalley,Spain,Male,34,9,1,89013.67,0
15600379,Hsiung,Spain,Male,34,7,1,59890.29,0
15801336,Ch'ang,Germany,Female,37,8,1,106655.88,1
15721592,Barton,France,Female,38,5,0,156439.56,0
15581282,Lucchese,France,Female,39,6,0,24176.44,0
15746203,Hsia,Germany,Male,62,4,1,43507.1,1
15583137,Pope,France,Female,48,7,1,132005.85,1
15680752,Horrocks,France,Female,49,0,1,80496.71,1
15688172,Tai,Spain,Male,40,5,0,88947.56,0
15791373,Chikezie,Germany,Female,35,2,0,12639.67,1
15589449,Frye,France,Female,56,3,1,94248.16,1
15692819,Toscani,Germany,Male,32,1,0,11865.76,0
15727467,Mellor,France,Female,27,3,0,141449.86,0
15734312,Kang,Spain,Male,43,6,1,149457.81,0
15764604,Sutherland,France,Female,35,7,0,119814.25,1
15613014,Hs?,Germany,Male,29,1,0,24924.92,0
15759684,Ting,France,Female,27,7,1,139481.53,0
15609669,Chuang,France,Female,39,4,1,41268.65,0
15685536,Chu,France,Female,34,5,1,1351.41,0
15750447,Ozoemena,France,Female,60,10,0,147489.76,1
15663249,Howells,Spain,Female,37,9,0,111175.09,0
15638646,Lucchese,France,Female,43,1,1,95963.14,0
15734161,Nnonso,France,Male,43,6,0,43128.95,0
15631070,Gerasimova,Germany,Male,55,9,1,137674.96,1
15761950,Woronoff,Germany,Female,45,9,1,153383.54,1
15649668,Wilhelm,Germany,Female,36,10,1,96660.76,0
